,OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,NumberOfUse,BuildingAge,SiteEnergyUse(log(kBtu))
2995,27816,NonResidential,Other,Central,1911,1.0,3,25200,0,25200,Residence Hall,25200.0,Without,0.0,Without,0.0,,75.09999847,1242666.25,0.0,281188.0,961478.0,Compliant,Not outlier,53.02,2.1,1,105,14.032769830819024
2996,27821,NonResidential,Supermarket/Grocery Store,North,1996,1.0,1,44755,0,44755,Supermarket/Grocery Store,46978.0,Without,0.0,Without,0.0,56.0,521.0,11521140.0,0.0,5923610.0,5597529.0,Compliant,Not outlier,338.58,7.57,1,20,16.2596941666693
2997,27825,NonResidential,Other,East,1907,1.0,2,22320,0,22320,Retail Store,22320.0,Without,0.0,Without,0.0,,22.70000076,209644.9063,0.0,137286.0,72359.0,Compliant,Not outlier,4.8,0.22,4,109,12.253170456095786
2998,27828,NonResidential,Mixed Use Property,East,1912,1.0,3,24000,0,24000,Office,12000.0,Other,6000.0,Retail Store,6000.0,,117.0999985,932083.5,0.0,876004.0,56079.0,Compliant,Not outlier,9.09,0.38,3,104,13.745177681929258
2999,27830,NonResidential,Office,East,1920,1.0,3,23422,0,23422,Office,23422.0,Without,0.0,Without,0.0,65.0,151.0,2701872.0,0.0,334292.0,2367580.0,Compliant,Not outlier,128.07,5.47,1,96,14.809455424063374
3000,27833,NonResidential,Other,East,1975,5.0,2,38879,11328,27551,Hospital/Residential Care Facility,38879.0,Without,0.0,Without,0.0,,266.1000061,3371659.75,0.0,3257087.0,114572.0,Compliant,Not outlier,28.79,0.74,1,41,15.03091568850497
3003,27838,NonResidential,Mixed Use Property,East,1998,1.0,5,53034,14625,38409,Multifamily Housing,22486.0,Supermarket/Grocery Store,14257.0,Parking,13308.0,93.0,215.8999939,3392129.0,0.0,2091625.0,1300504.0,Compliant,Not outlier,83.65,1.58,3,18,15.036968305831161
3009,27869,NonResidential,Warehouse,East,1920,1.0,2,23040,0,23040,Warehouse,23040.0,Without,0.0,Without,0.0,99.0,10.19999981,79711.79688,0.0,72845.0,6867.0,Compliant,Not outlier,0.87,0.04,1,96,11.286172869885236
3012,27874,NonResidential,Warehouse,East,1958,1.0,2,61880,0,61880,Warehouse,61880.0,Without,0.0,Without,0.0,66.0,30.20000076,595936.5,0.0,595937.0,0.0,Compliant,Not outlier,4.15,0.07,1,58,13.29788939674715
3014,27882,NonResidential,Office,East,1925,1.0,2,27938,0,27938,Office,13917.0,Retail Store,13188.0,Without,0.0,97.0,118.8000031,1027394.313,0.0,1024252.0,3142.0,Compliant,Not outlier,7.31,0.26,2,91,13.84253636166808
3020,27892,Nonresidential COS,Other,Northeast,1929,1.0,3,27908,0,27908,Other,21886.0,Without,0.0,Without,0.0,,189.3999939,2028125.625,0.0,964426.0,1063700.0,Compliant,Not outlier,63.22,2.27,1,87,14.522622587040955
3022,27901,Campus,Education,Central,2000,1.0,2,30562,0,30562,Education,30562.0,Without,0.0,Without,0.0,69.0,100.8000031,1622231.375,0.0,659450.0,962781.0,Compliant,Not outlier,55.73,1.82,1,16,14.299313151449716
3024,27903,NonResidential,Retail Store,Downtown,2000,1.0,3,54969,0,54969,Retail Store,54969.0,Without,0.0,Without,0.0,67.0,201.6999969,3724098.25,0.0,3434704.0,289394.0,Compliant,Not outlier,39.31,0.72,1,16,15.13033529995266
3036,27955,SPS-District K-12,Education,East,1925,1.0,2,27273,0,27273,Education,27273.0,Without,0.0,Without,0.0,90.0,81.90000153,1258619.125,0.0,436535.0,822084.0,Error - Correct Default Data,Not outlier,46.7,1.71,1,91,14.045525745414789
3057,28019,NonResidential,Worship Facility,Magnolia / queen anne,1953,1.0,2,31805,0,31805,Worship Facility,31805.0,Without,0.0,Without,0.0,10.0,81.0,1641667.0,0.0,407379.0,1234288.0,Compliant,Not outlier,68.39,2.15,1,63,14.311222746965882
3058,28020,NonResidential,Education,Magnolia / queen anne,1953,1.0,1,20811,0,20811,Education,20811.0,Without,0.0,Without,0.0,95.0,114.6999969,1267348.5,0.0,505796.0,761553.0,Compliant,Not outlier,43.97,2.11,1,63,14.05243748067638
3060,28025,Nonresidential COS,Warehouse,Greater duwamish,1967,1.0,2,22058,0,22058,Warehouse,12644.0,Office,7286.0,Without,0.0,1.0,193.6000061,1987334.75,0.0,847726.0,1139608.0,Compliant,Not outlier,66.43,3.01,2,49,14.502304977399827
3064,28030,NonResidential,Other,Greater duwamish,1907,1.0,5,36000,0,36000,Other,36000.0,Without,0.0,Without,0.0,,52.5,1111293.75,0.0,346376.0,764918.0,Compliant,Not outlier,43.04,1.2,1,109,13.92103543511401
3072,28053,NonResidential,Worship Facility,Northeast,1955,1.0,1,29079,0,29079,Worship Facility,29079.0,Without,0.0,Without,0.0,78.0,67.80000305,861643.6875,0.0,511118.0,350526.0,Compliant,Not outlier,22.18,0.76,1,61,13.666597108622422
3073,28066,NonResidential,Office,East,1982,1.0,3,28848,9616,19232,Office,19232.0,Parking,9616.0,Without,0.0,82.0,118.6999969,726917.5,0.0,726917.0,0.0,Compliant,Not outlier,5.07,0.18,2,34,13.496568270021287
3077,28086,NonResidential,Laboratory,Magnolia / queen anne,1985,1.0,2,43025,0,43025,Laboratory,29527.0,Other,13498.0,Without,0.0,,485.0,9393108.0,0.0,5264469.0,4128638.0,Compliant,Not outlier,255.97,5.95,2,31,16.05548678683454
3079,28476,NonResidential,Warehouse,Greater duwamish,1965,1.0,1,30800,0,30800,Warehouse,30800.0,Without,0.0,Without,0.0,65.0,49.5,485971.0,0.0,485971.0,0.0,Compliant,Not outlier,3.39,0.11,1,51,13.093904230320366
3087,29170,NonResidential,Mixed Use Property,East,1900,1.0,3,22168,0,22168,Multifamily Housing,11084.0,Entertainment,11084.0,Without,0.0,,177.1000061,1784385.25,0.0,982475.0,801910.0,Compliant,Not outlier,49.44,2.23,2,116,14.394584516118245
3088,29214,NonResidential,Warehouse,Greater duwamish,1922,1.0,1,37400,0,37400,Warehouse,27271.0,Supermarket/Grocery Store,5706.0,Distribution Center,4473.0,73.0,75.80000305,924192.6875,0.0,894740.0,29453.0,Compliant,Not outlier,7.8,0.21,3,94,13.73667586513857
3094,29550,NonResidential,Office,Downtown,2000,1.0,11,268130,0,268130,Office,268130.0,Without,0.0,Without,0.0,88.0,175.6000061,15026352.0,0.0,14980783.0,45567.0,Compliant,Not outlier,106.86,0.4,1,16,16.52531601769835
3095,29551,NonResidential,Office,Downtown,2000,1.0,11,68452,0,68452,Office,61665.0,Office,6787.0,Without,0.0,79.0,173.5,3782378.25,0.0,3782378.0,0.0,Compliant,Not outlier,26.37,0.39,2,16,15.14586353642007
3096,29552,NonResidential,Office,Downtown,2000,1.0,11,273185,0,273185,Office,281566.0,Without,0.0,Without,0.0,88.0,164.0,14709151.0,0.0,14709149.0,0.0,Compliant,Not outlier,102.54,0.38,1,16,16.503980375072434
3097,29612,NonResidential,Education,Northeast,1924,1.0,3,97500,0,97500,Education,97500.0,Without,0.0,Without,0.0,97.0,59.79999924,3736960.0,0.0,910698.0,2826262.0,Compliant,Not outlier,156.45,1.6,1,92,15.133783004637255
3098,29788,NonResidential,Office,Magnolia / queen anne,1982,1.0,5,54015,0,54015,Office,54015.0,Without,0.0,Without,0.0,75.0,175.6000061,3020001.5,0.0,3020001.0,0.0,Compliant,Not outlier,21.05,0.39,1,34,14.920767886039672
3108,33289,NonResidential,Office,Downtown,1982,1.0,24,119701,0,119701,Office,102878.0,Retail Store,16823.0,Without,0.0,67.0,219.8999939,8382140.5,0.0,8382139.0,0.0,Compliant,Not outlier,58.44,0.49,2,34,15.941613869435953
3109,33408,Nonresidential COS,Other,North,1965,1.0,1,24697,0,24697,Public service,15300.0,Other,4717.0,Without,0.0,,157.6999969,1295685.75,0.0,859009.0,436677.0,Compliant,Not outlier,29.18,1.18,2,51,14.07455064964024
3111,33548,NonResidential,Education,East,2006,1.0,5,84000,0,84000,Education,84300.0,Without,0.0,Without,0.0,,262.0,12184124.0,0.0,4446528.0,7737596.0,Compliant,Not outlier,441.94,5.26,1,10,16.31564435078703
3114,34348,NonResidential,Retail Store,Downtown,1991,1.0,3,103000,0,103000,Retail Store,103000.0,Without,0.0,Without,0.0,89.0,139.3000031,5214621.5,0.0,4243144.0,971477.0,Compliant,Not outlier,81.18,0.79,1,25,15.466977064684267
3115,34891,NonResidential,Supermarket/Grocery Store,Southwest,2008,1.0,1,37864,0,37864,Supermarket/Grocery Store,37864.0,Without,0.0,Without,0.0,61.0,521.0,8025696.0,0.0,5407602.0,2618093.0,Compliant,Not outlier,176.75,4.67,1,8,15.898158952191576
3116,34908,NonResidential,Supermarket/Grocery Store,East,1950,1.0,2,66497,0,66497,Supermarket/Grocery Store,66497.0,Without,0.0,Without,0.0,84.0,433.7000122,9290214.0,0.0,9133009.0,157203.0,Compliant,Not outlier,72.02,1.08,1,66,16.044472146046775
3118,35392,NonResidential,Supermarket/Grocery Store,Magnolia / queen anne,2006,1.0,4,45980,0,45980,Supermarket/Grocery Store,45980.0,Without,0.0,Without,0.0,79.0,433.7000122,8305255.0,0.0,5369235.0,2936020.0,Compliant,Not outlier,193.36,4.21,1,10,15.932399004953105
3121,36034,NonResidential,Retail Store,East,1996,1.0,3,45743,0,45743,Retail Store,45243.0,Without,0.0,Without,0.0,88.0,322.2999878,5313217.0,0.0,4307444.0,1005772.0,Compliant,Not outlier,83.45,1.82,1,20,15.485708047813775
3123,36587,NonResidential,Other,Central,1991,1.0,1,45000,0,45000,Sport center,45000.0,Sport center,0.0,Without,0.0,,130.6000061,3505497.0,0.0,1051644.0,2453853.0,Compliant,Not outlier,137.66,3.06,2,25,15.069842865830761
3125,37248,NonResidential,Warehouse,Greater duwamish,1904,1.0,4,72859,0,72859,Warehouse,72859.0,Without,0.0,Without,0.0,55.0,63.29999924,1498457.875,0.0,1455485.0,42973.0,Compliant,Not outlier,12.43,0.17,1,112,14.219947053898943
3126,39332,SPS-District K-12,Education,Southeast,2009,1.0,2,138705,0,138705,Education,138705.0,Without,0.0,Without,0.0,84.0,82.80000305,4959298.0,0.0,3004396.0,1954902.0,Error - Correct Default Data,Not outlier,124.77,0.9,1,7,15.41677475642641
3131,40031,NonResidential,Medical Office,Northeast,1960,1.0,1,30287,0,30287,Hospital/Residential Care Facility,28050.0,Without,0.0,Without,0.0,32.0,217.3999939,2193115.0,0.0,1815405.0,377710.0,Compliant,Not outlier,32.72,1.08,1,56,14.600833465605602
3136,40447,Nonresidential COS,Mixed Use Property,Greater duwamish,1966,5.0,1,87458,0,87458,Office,41097.0,Distribution Center,39772.0,Other,6275.0,,194.6999969,8475238.0,0.0,3890327.0,4584911.0,Compliant,Not outlier,270.63,3.09,4,50,15.95265929343235
3144,42069,NonResidential,Office,Lake union,1993,1.0,1,26263,0,26263,Office,26263.0,Without,0.0,Without,0.0,64.0,195.3999939,1634669.375,0.0,1634669.0,0.0,Compliant,Not outlier,11.4,0.43,1,23,14.306951124739468
3152,43948,Nonresidential COS,Other,Greater duwamish,1906,1.0,2,39212,0,39212,Other,39212.0,Without,0.0,Without,0.0,,5.800000191,72370.39844,0.0,72371.0,0.0,Non-Compliant,Low outlier,0.5,0.01,1,110,11.18955263344126
3155,45287,Nonresidential COS,Other,Central,1968,1.0,1,21400,0,21400,Entertainment,11737.0,Sport center,9003.0,Sport center,0.0,,515.2000122,5170809.5,0.0,2514599.0,2656210.0,Compliant,Not outlier,158.6,7.41,3,48,15.458539810630127
3156,45927,NonResidential,Laboratory,East,2000,1.0,8,178000,0,178000,Laboratory,181930.0,Without,0.0,Without,0.0,,587.2000122,53166156.0,31030194.0,22135959.0,0.0,Compliant,Not outlier,2549.47,14.32,1,16,17.78893258645926
3158,48287,NonResidential,Office,Greater duwamish,2005,1.0,4,162157,0,162157,Office,88698.0,Other,72726.0,Without,0.0,,718.7999878,40613740.0,0.0,35110865.0,5502867.0,Compliant,Not outlier,537.03,3.31,2,11,17.519616990964916
3171,49709,NonResidential,Other,Northwest,2012,1.0,2,53575,0,53575,Hospital/Residential Care Facility,53575.0,Without,0.0,Without,0.0,,1527.300049,31803568.0,0.0,23173477.0,8630089.0,Compliant,Not outlier,619.9,11.57,1,4,17.275089042714175
3173,49712,NonResidential,Office,Greater duwamish,2012,1.0,6,157345,0,157345,Office,157345.0,Without,0.0,Without,0.0,63.0,228.8000031,11624548.0,0.0,11385578.0,238969.0,Compliant,Not outlier,92.07,0.59,1,4,16.26862962696135
3176,49716,NonResidential,Residence Hall,Northeast,2012,1.0,7,192259,0,192259,Residence Hall,188118.0,Supermarket/Grocery Store,7000.0,Without,0.0,72.0,110.6999969,8767617.0,0.0,5931729.0,2835888.0,Compliant,Not outlier,191.97,1.0,2,4,15.986575605646523
3178,49718,Nonresidential COS,Other,Greater duwamish,2012,2.0,2,137138,0,137138,Other,138602.0,Without,0.0,Without,0.0,,124.0,5475367.0,0.0,5475366.0,0.0,Compliant,Not outlier,38.17,0.28,1,4,15.515769863383767
3182,49725,NonResidential,Other,East,2012,1.0,7,267470,0,267470,Other,160482.0,Hospital/Residential Care Facility,106988.0,Without,0.0,,363.7000122,42584028.0,18547858.0,23795911.0,0.0,Compliant,Not outlier,1597.56,5.97,2,4,17.566989811358468
3187,49732,NonResidential,Hospital,Northeast,2013,1.0,8,330000,0,330000,Hospital/Residential Care Facility,241500.0,Without,0.0,Without,0.0,58.0,490.8999939,57764408.0,0.0,27703081.0,30061325.0,Compliant,Not outlier,1789.69,5.42,1,3,17.871883365426417
3192,49737,NonResidential,Retail Store,Magnolia / queen anne,1918,1.0,3,43832,1686,43832,Retail Store,24588.0,Hotel,17558.0,Parking,1686.0,67.0,163.5,3886545.0,0.0,1343774.0,2542771.0,Compliant,Not outlier,144.41,3.29,3,98,15.173031146126485
3193,49738,NonResidential,Other,Southwest,1987,1.0,6,146363,0,146363,Retail Store,146363.0,Without,0.0,Without,0.0,,176.1000061,11730555.0,0.0,6438541.0,5292013.0,Compliant,Not outlier,325.94,2.23,1,29,16.277707534088364
3198,49775,NonResidential,Supermarket/Grocery Store,Southwest,2011,1.0,1,67263,0,67263,Supermarket/Grocery Store,67263.0,Without,0.0,Without,0.0,78.0,517.5,14697487.0,0.0,9272449.0,5425036.0,Compliant,Not outlier,352.77,5.24,1,5,16.50318708475399
3201,49778,NonResidential,Worship Facility,Northeast,2008,1.0,2,70292,0,70292,Worship Facility,70292.0,Without,0.0,Without,0.0,37.0,58.0,1933811.625,0.0,977731.0,956080.0,Compliant,Not outlier,57.59,0.82,1,8,14.475003548493502
3203,49780,NonResidential,Other,Downtown,1975,1.0,7,90679,35120,55559,Data Center,60000.0,Parking,30700.0,Without,0.0,100.0,2181.300049,41680640.0,0.0,41680634.0,0.0,Compliant,Not outlier,290.57,3.2,2,41,17.54554731037787
3205,49783,NonResidential,Laboratory,Lake union,2013,1.0,8,339591,114010,225581,Laboratory,172793.0,Parking,139241.0,Retail Store,294.0,,547.7000122,41696464.0,0.0,24410204.0,17286256.0,Compliant,Not outlier,1088.25,3.2,3,3,17.545926887010562
3218,49797,NonResidential,Office,Downtown,2013,1.0,3,62662,14989,47673,Office,47000.0,Without,0.0,Without,0.0,67.0,164.6000061,2502131.0,0.0,2444599.0,57532.0,Compliant,Not outlier,20.1,0.32,1,3,14.732653326751864
3232,49862,Nonresidential COS,Other,Magnolia / queen anne,1962,1.0,1,29000,0,29000,Other,25100.0,Without,0.0,Without,0.0,,235.1999969,2429214.0,0.0,1604709.0,824505.0,Compliant,Not outlier,54.98,1.9,1,54,14.703078306203176
3235,49867,NonResidential,Office,Greater duwamish,2014,1.0,7,333714,146687,187027,Office,191333.0,Parking,133432.0,Without,0.0,,72.80000305,4581493.0,0.0,4359095.0,222397.0,Compliant,Not outlier,42.2,0.13,2,2,15.337535485502357
3252,49909,Campus,Education,Greater duwamish,2007,4.0,2,149856,0,149856,Education,149856.0,Without,0.0,Without,0.0,,113.6999969,6335315.5,0.0,4967236.0,1368079.0,Compliant,Not outlier,107.29,0.72,1,9,15.66165017318077
3254,49918,Nonresidential COS,Other,Southeast,2013,1.0,1,53775,0,53775,Entertainment,35361.0,Sport center,12689.0,Office,2110.0,,391.8999939,12095818.0,0.0,4007401.0,8088416.0,Compliant,Not outlier,457.51,8.51,7,3,16.30837033099196
3259,49924,NonResidential,Office,East,1912,1.0,2,64820,0,64820,Office,37668.0,Entertainment,11500.0,Education,10000.0,,110.3000031,2274296.75,0.0,1980767.0,293529.0,Compliant,Not outlier,29.4,0.45,3,104,14.63718144170036
3260,49925,NonResidential,Education,East,1993,1.0,2,99765,0,99765,Education,99765.0,Without,0.0,Without,0.0,,76.59999847,3185005.25,0.0,2055974.0,1129031.0,Compliant,Not outlier,74.3,0.74,1,23,14.973964495338691
3267,49945,NonResidential,Senior Care Community,Downtown,1989,1.0,3,197395,156000,41395,Senior Care Community,38800.0,Public service,3650.0,Office,586.0,,156.3999939,2737534.5,0.0,1888063.0,849471.0,Compliant,Not outlier,58.28,0.3,6,27,14.822568255767205
3268,49946,NonResidential,Supermarket/Grocery Store,Ballard,2010,1.0,8,41198,0,41198,Supermarket/Grocery Store,41198.0,Without,0.0,Without,0.0,44.0,560.7999878,7768057.5,0.0,7151865.0,616192.0,Compliant,Not outlier,82.58,2.0,1,6,15.86553069108862
3270,49958,Nonresidential COS,Other,Greater duwamish,2014,1.0,1,20993,0,20993,Retail Store,20983.0,Without,0.0,Without,0.0,,125.4000015,923812.8125,0.0,795829.0,98912.0,Compliant,Not outlier,10.8,0.51,4,2,13.736264746226478
3273,49966,NonResidential,Other,Southeast,2009,1.0,2,40265,0,40265,Education,40265.0,Without,0.0,Without,0.0,,127.5,2159170.25,0.0,1371703.0,787467.0,Compliant,Not outlier,51.39,1.28,1,7,14.585234562339807
3278,49979,NonResidential,Residence Hall,Northeast,1953,1.0,8,166991,0,166991,Residence Hall,166991.0,Without,0.0,Without,0.0,19.0,211.8000031,15965859.0,0.0,8902529.0,7063329.0,Compliant,Not outlier,437.2,2.62,1,63,16.585963187882445
3279,49980,NonResidential,Residence Hall,Northeast,1970,1.0,4,89392,0,89392,Residence Hall,89392.0,Without,0.0,Without,0.0,16.0,244.5,6960904.5,0.0,6960904.0,0.0,Compliant,Not outlier,48.53,0.54,1,46,15.755819980763489
3280,49983,NonResidential,Residence Hall,Northeast,2011,1.0,7,97040,0,97040,Residence Hall,97040.0,Without,0.0,Without,0.0,69.0,109.5,3894142.5,0.0,3129824.0,764318.0,Compliant,Not outlier,62.41,0.64,1,5,15.174984059005881
3290,49998,NonResidential,Self-Storage Facility,Southeast,2014,1.0,4,101580,14004,87576,Self-Storage Facility,87576.0,Without,0.0,Without,0.0,,32.0,940844.6875,0.0,868162.0,72683.0,Compliant,Not outlier,9.91,0.1,1,2,13.754533354466973
3320,50037,NonResidential,Office,Lake union,2014,1.0,12,480702,163260,317442,Office,341897.0,Parking,136594.0,Without,0.0,99.0,109.0999985,12720069.0,0.0,11452968.0,1267099.0,Compliant,Not outlier,147.14,0.31,2,2,16.358691540389838
3321,50038,NonResidential,Mixed Use Property,Magnolia / queen anne,2014,1.0,2,25532,0,25532,Office,11745.0,Retail Store,11745.0,Without,0.0,,83.90000153,627854.125,0.0,627854.0,0.0,Compliant,Not outlier,4.38,0.17,5,2,13.350063133436143
3324,50045,NonResidential,Office,Lake union,2015,1.0,12,483397,166208,317189,Office,342173.0,Parking,147597.0,Without,0.0,98.0,114.5999985,13998638.0,0.0,11733018.0,2265619.0,Compliant,Not outlier,202.12,0.42,2,1,16.454470597132683
3329,50054,Nonresidential COS,Office,Lake union,2014,1.0,13,536697,197659,339038,Office,342838.0,Parking,202178.0,Retail Store,6313.200195,98.0,99.19999695,13239050.0,0.0,9925769.0,3313279.0,Compliant,Not outlier,245.16,0.46,3,2,16.39868135363296
3337,50062,NonResidential,Hotel,Lake union,2014,1.0,4,126823,41539,85284,Hotel,88157.0,Parking,41539.0,Sport center,0.0,72.0,169.5,6042399.5,0.0,4115620.0,1926779.0,Compliant,Not outlier,131.02,1.03,3,2,15.614311759232795
3338,50068,NonResidential,Warehouse,Greater duwamish,1955,1.0,1,52085,4222,47863,Warehouse,52085.0,Without,0.0,Without,0.0,37.0,102.0999985,3605855.5,0.0,732803.0,2873052.0,Compliant,Not outlier,157.7,3.03,1,61,15.09806960984044
3339,50069,NonResidential,Office,Greater duwamish,1929,1.0,2,24990,0,24990,Office,24990.0,Without,0.0,Without,0.0,9.0,367.0,4420650.5,0.0,2167029.0,2253621.0,Compliant,Not outlier,134.8,5.39,1,87,15.301797415170855
3340,50070,NonResidential,Other,Northeast,2013,1.0,1,72000,0,72000,Entertainment,72000.0,Without,0.0,Without,0.0,,97.90000153,2925780.0,0.0,1901620.0,1024160.0,Compliant,Not outlier,67.65,0.94,1,3,14.889071669765524
3356,50094,NonResidential,Mixed Use Property,Lake union,2015,1.0,6,345290,85028,260262,Laboratory,151523.0,Office,106498.0,Parking,84002.0,,333.1000061,39364116.0,0.0,23636804.0,15727308.0,Compliant,Not outlier,1000.06,2.9,6,1,17.488365197851664
3359,50101,Nonresidential WA,Education,Northeast,1962,1.0,1,68072,0,68072,Education,68916.0,Without,0.0,Without,0.0,,144.8999939,3180819.25,0.0,3180819.0,0.0,Compliant,Not outlier,22.17,0.33,1,54,14.9726493473627
3360,50196,Nonresidential COS,Mixed Use Property,North,2005,1.0,1,20616,0,20616,Entertainment,9900.0,Sport center,8577.0,Education,1364.0,,97.0,636965.5,0.0,636965.4881,0.0,Compliant,Not outlier,4.44,0.22,5,11,13.364470772962
3361,50198,Nonresidential COS,Other,Central,2013,1.0,1,11685,0,11685,Prison/Incarceration,11685.0,Without,0.0,Without,0.0,,138.6000061,851053.8125,0.0,347288.714,503764.9902,Compliant,Not outlier,29.18,2.5,1,3,13.65423063998638
3362,50201,Nonresidential COS,Other,Ballard,2010,1.0,1,11968,0,11968,Prison/Incarceration,11968.0,Without,0.0,Without,0.0,,139.1999969,783423.0,0.0,403243.1149,380179.9805,Compliant,Not outlier,23.0,1.92,1,6,13.571428058986367
3363,50204,Nonresidential COS,Other,North,1949,1.0,1,11285,0,11285,Prison/Incarceration,11285.0,Without,0.0,Without,0.0,,140.0,645665.375,0.0,431795.424,213870.0195,Compliant,Not outlier,14.37,1.27,1,67,13.37803665320276
3364,50207,Nonresidential COS,Other,Ballard,1911,1.0,1,16795,0,16795,Entertainment,8680.0,Sport center,7014.0,Education,535.0,,126.0,936616.5,0.0,542134.386,394481.9824,Compliant,Not outlier,24.73,1.47,5,105,13.750029192488638
3365,50208,Nonresidential COS,Other,Ballard,1972,1.0,1,12769,0,12769,Entertainment,10912.0,Sport center,1670.0,Office,187.0,,618.0999756,5117308.5,0.0,1205173.312,3912135.156,Compliant,Not outlier,216.18,16.93,4,44,15.448139175201877
